sale_id,date,product,region,quantity,unit_price,customer_id,sales_rep_id,total_amount,year,month
2937,2023-11-20,Mouse,East,9,99.99,2473,12,899.91,2023,11
2938,2024-01-19,Keyboard,North,12,999.99,1027,20,11999.880000000001,2024,1
2939,2024-07-28,Laptop,South,1,299.99,2910,6,299.99,2024,7
2940,2023-12-12,Monitor,South,14,99.99,1609,20,1399.86,2023,12
2941,2023-04-13,Laptop,North,11,29.99,1973,14,329.89,2023,4
2942,2023-08-03,Monitor,East,18,199.99,2352,41,3599.82,2023,8
2943,2023-07-11,Headphones,East,5,499.99,4734,49,2499.95,2023,7
2944,2024-11-02,Phone,East,15,499.99,4435,44,7499.85,2024,11
2945,2024-12-19,Keyboard,North,7,799.99,1418,1,5599.93,2024,12
2946,2023-07-13,Headphones,West,14,299.99,1021,20,4199.860000000001,2023,7
2947,2024-01-15,Mouse,West,8,49.99,1260,22,399.92,2024,1
2948,2024-02-07,Keyboard,East,4,499.99,3107,40,1999.96,2024,2
2949,2024-10-25,Laptop,South,3,799.99,3984,31,2399.9700000000003,2024,10
2950,2024-08-22,Phone,West,12,99.99,2436,31,1199.8799999999999,2024,8
2951,2023-01-11,Tablet,East,18,29.99,3210,28,539.8199999999999,2023,1
2952,2023-07-06,Headphones,West,15,49.99,4185,12,749.85,2023,7
2953,2024-12-26,Keyboard,East,11,29.99,3401,16,329.89,2024,12
2954,2023-01-15,Mouse,West,11,29.99,1195,33,329.89,2023,1
2955,2023-10-24,Headphones,West,12,99.99,2068,35,1199.8799999999999,2023,10
2956,2024-02-15,Phone,South,19,29.99,3672,44,569.81,2024,2
2957,2024-08-07,Phone,South,17,999.99,1904,4,16999.83,2024,8
2958,2023-02-21,Laptop,West,6,299.99,3226,10,1799.94,2023,2
2959,2024-10-01,Mouse,East,8,49.99,4853,34,399.92,2024,10
2960,2023-01-28,Phone,South,15,29.99,4564,41,449.84999999999997,2023,1
2961,2024-07-30,Webcam,North,10,999.99,1324,3,9999.9,2024,7
2962,2023-01-17,Phone,South,15,999.99,3417,31,14999.85,2023,1
2963,2023-12-17,Tablet,West,12,499.99,1567,31,5999.88,2023,12
2964,2024-03-03,Laptop,West,11,499.99,2902,1,5499.89,2024,3
2965,2024-10-11,Laptop,North,18,29.99,4418,5,539.8199999999999,2024,10
2966,2023-08-17,Mouse,South,5,199.99,1778,5,999.95,2023,8
2967,2023-07-29,Phone,West,12,199.99,1925,2,2399.88,2023,7
2968,2024-03-06,Tablet,North,5,299.99,3162,15,1499.95,2024,3
2969,2023-10-21,Monitor,North,10,499.99,3404,1,4999.9,2023,10
2970,2024-08-04,Keyboard,East,14,199.99,4238,21,2799.86,2024,8
2971,2023-04-14,Webcam,South,16,29.99,4425,37,479.84,2023,4
2972,2023-07-23,Headphones,South,5,499.99,3162,7,2499.95,2023,7
2973,2023-02-22,Laptop,South,11,29.99,4479,11,329.89,2023,2
2974,2024-01-10,Tablet,West,19,49.99,2615,26,949.8100000000001,2024,1
2975,2023-02-23,Mouse,North,8,499.99,2849,42,3999.92,2023,2
2976,2023-10-03,Tablet,East,19,199.99,3845,2,3799.8100000000004,2023,10
2977,2023-12-01,Phone,South,18,99.99,2943,30,1799.82,2023,12
2978,2023-01-31,Webcam,East,12,199.99,3370,14,2399.88,2023,1
2979,2023-05-15,Keyboard,East,13,29.99,4612,5,389.87,2023,5
2980,2023-02-27,Laptop,North,18,49.99,1041,31,899.82,2023,2
2981,2023-04-15,Monitor,South,15,199.99,2483,48,2999.8500000000004,2023,4
2982,2023-09-23,Phone,East,15,49.99,4190,32,749.85,2023,9
2983,2024-06-05,Laptop,South,12,199.99,1573,34,2399.88,2024,6
2984,2024-05-10,Headphones,South,9,299.99,4738,10,2699.91,2024,5
2985,2023-09-10,Mouse,South,19,29.99,2820,31,569.81,2023,9
2986,2023-10-22,Laptop,East,12,29.99,2473,27,359.88,2023,10
2987,2024-10-29,Tablet,North,5,999.99,1440,18,4999.95,2024,10
2988,2023-06-07,Headphones,North,10,99.99,2212,5,999.9,2023,6
2989,2024-07-02,Keyboard,East,7,29.99,3332,17,209.92999999999998,2024,7
2990,2024-09-22,Webcam,West,11,999.99,1103,11,10999.89,2024,9
2991,2023-03-08,Monitor,South,8,99.99,1568,5,799.92,2023,3
2992,2023-10-26,Keyboard,South,7,999.99,1456,38,6999.93,2023,10
2993,2024-04-07,Tablet,North,16,999.99,1310,48,15999.84,2024,4
2994,2024-12-25,Monitor,East,16,29.99,2907,37,479.84,2024,12
2995,2023-04-11,Monitor,East,14,799.99,2707,21,11199.86,2023,4
2996,2023-02-25,Webcam,West,15,199.99,4455,24,2999.8500000000004,2023,2
2997,2023-11-28,Phone,West,9,999.99,2691,30,8999.91,2023,11
2998,2024-01-28,Monitor,North,16,999.99,4236,16,15999.84,2024,1
2999,2024-01-16,Laptop,West,16,199.99,1406,49,3199.84,2024,1
3000,2023-04-02,Keyboard,West,5,299.99,3892,41,1499.95,2023,4
3001,2024-03-22,Mouse,East,3,199.99,1580,22,599.97,2024,3
3002,2023-04-19,Mouse,East,13,799.99,3015,2,10399.87,2023,4
3003,2023-11-13,Keyboard,West,8,49.99,4547,19,399.92,2023,11
3004,2023-06-17,Phone,North,17,799.99,2081,49,13599.83,2023,6
3005,2024-03-10,Monitor,West,5,999.99,3766,37,4999.95,2024,3
3006,2024-03-17,Tablet,North,6,199.99,4487,2,1199.94,2024,3
3007,2023-08-06,Headphones,West,2,99.99,3644,11,199.98,2023,8
3008,2023-08-10,Headphones,East,14,499.99,2860,33,6999.860000000001,2023,8
3009,2024-11-03,Laptop,East,4,299.99,4684,9,1199.96,2024,11
3010,2024-06-11,Phone,North,3,499.99,4875,25,1499.97,2024,6
3011,2023-10-05,Headphones,West,9,499.99,4322,6,4499.91,2023,10
3012,2024-07-22,Webcam,West,18,49.99,4291,11,899.82,2024,7
3013,2024-07-27,Webcam,North,12,799.99,4231,27,9599.880000000001,2024,7
3014,2024-04-10,Monitor,West,9,49.99,1186,8,449.91,2024,4
3015,2024-08-24,Mouse,South,18,29.99,3943,45,539.8199999999999,2024,8
3016,2024-08-06,Tablet,East,13,999.99,2622,31,12999.87,2024,8
3017,2023-01-30,Monitor,East,14,799.99,3511,27,11199.86,2023,1
3018,2023-12-25,Phone,North,10,99.99,2521,44,999.9,2023,12
3019,2023-10-15,Webcam,West,3,499.99,3377,41,1499.97,2023,10
3020,2023-03-27,Tablet,North,7,199.99,3396,47,1399.93,2023,3
3021,2023-08-22,Headphones,South,18,199.99,3547,5,3599.82,2023,8
3022,2023-11-09,Tablet,West,16,999.99,4738,15,15999.84,2023,11
3023,2023-12-31,Tablet,South,17,799.99,2890,2,13599.83,2023,12
3024,2023-09-26,Tablet,North,6,29.99,1489,15,179.94,2023,9
3025,2024-11-28,Webcam,East,12,199.99,4052,31,2399.88,2024,11
3026,2023-05-11,Headphones,South,19,799.99,1279,20,15199.81,2023,5
3027,2023-12-17,Monitor,West,3,49.99,1854,3,149.97,2023,12
3028,2023-06-29,Tablet,North,3,199.99,2858,42,599.97,2023,6
3029,2024-04-24,Monitor,North,18,499.99,2187,39,8999.82,2024,4
3030,2023-06-12,Tablet,North,11,199.99,2004,10,2199.8900000000003,2023,6
3031,2023-04-06,Webcam,East,6,49.99,1397,26,299.94,2023,4
3032,2024-05-24,Tablet,North,19,99.99,4139,10,1899.81,2024,5
3033,2023-12-31,Phone,North,5,499.99,1427,40,2499.95,2023,12
3034,2023-12-19,Monitor,East,13,99.99,4503,13,1299.87,2023,12
3035,2024-03-11,Mouse,North,5,49.99,4945,21,249.95000000000002,2024,3
3036,2023-03-24,Webcam,North,3,49.99,1374,34,149.97,2023,3
3037,2023-08-13,Monitor,South,19,499.99,4871,44,9499.81,2023,8
3038,2024-02-16,Webcam,North,17,999.99,4063,32,16999.83,2024,2
3039,2023-04-28,Keyboard,East,3,299.99,4795,9,899.97,2023,4
3040,2024-04-26,Headphones,South,15,299.99,1631,30,4499.85,2024,4
3041,2023-07-11,Mouse,North,17,199.99,4984,1,3399.83,2023,7
3042,2024-08-13,Phone,East,13,499.99,4036,12,6499.87,2024,8
3043,2024-08-12,Monitor,West,14,499.99,1696,44,6999.860000000001,2024,8
3044,2024-10-20,Phone,North,16,999.99,2446,35,15999.84,2024,10
3045,2023-04-17,Mouse,West,11,799.99,1927,24,8799.89,2023,4
3046,2024-01-17,Phone,South,17,799.99,2987,40,13599.83,2024,1
3047,2024-01-25,Phone,East,5,199.99,4799,45,999.95,2024,1
3048,2023-09-01,Laptop,South,15,299.99,3027,49,4499.85,2023,9
3049,2024-08-07,Monitor,West,18,799.99,2665,10,14399.82,2024,8
3050,2024-04-12,Phone,West,16,199.99,1077,47,3199.84,2024,4
3051,2024-06-21,Laptop,West,14,99.99,1487,24,1399.86,2024,6
3052,2023-07-29,Laptop,East,14,999.99,4241,41,13999.86,2023,7
3053,2024-08-26,Webcam,West,13,99.99,2061,18,1299.87,2024,8
3054,2024-09-28,Tablet,West,1,799.99,3614,8,799.99,2024,9
3055,2023-03-14,Tablet,East,6,999.99,3998,46,5999.9400000000005,2023,3
3056,2024-09-26,Headphones,West,11,29.99,4361,43,329.89,2024,9
3057,2023-11-05,Mouse,North,11,299.99,3605,13,3299.8900000000003,2023,11
3058,2024-11-26,Monitor,West,16,99.99,1170,16,1599.84,2024,11
3059,2024-11-29,Tablet,East,3,799.99,1641,14,2399.9700000000003,2024,11
3060,2024-12-10,Mouse,West,17,29.99,2699,9,509.83,2024,12
3061,2024-08-12,Monitor,East,14,999.99,2605,9,13999.86,2024,8
3062,2023-07-05,Mouse,West,2,49.99,1291,5,99.98,2023,7
3063,2023-09-10,Headphones,North,9,799.99,2941,47,7199.91,2023,9
3064,2023-01-13,Headphones,East,8,499.99,1580,11,3999.92,2023,1
3065,2023-10-26,Laptop,East,11,99.99,1421,19,1099.8899999999999,2023,10
3066,2023-03-17,Laptop,East,7,29.99,1104,38,209.92999999999998,2023,3
3067,2023-02-20,Monitor,East,2,199.99,3613,10,399.98,2023,2
3068,2023-05-29,Mouse,West,4,799.99,2429,16,3199.96,2023,5
3069,2023-05-02,Mouse,West,14,499.99,1879,29,6999.860000000001,2023,5
3070,2023-07-30,Tablet,North,13,29.99,2482,5,389.87,2023,7
3071,2023-10-07,Tablet,North,13,99.99,3922,18,1299.87,2023,10
3072,2024-06-21,Monitor,West,13,199.99,3295,42,2599.87,2024,6
3073,2024-11-15,Keyboard,South,5,799.99,3974,42,3999.95,2024,11
3074,2023-06-05,Tablet,East,12,999.99,3356,44,11999.880000000001,2023,6
3075,2023-08-26,Phone,West,6,199.99,4444,35,1199.94,2023,8
3076,2024-01-11,Tablet,North,14,29.99,2129,36,419.85999999999996,2024,1
3077,2023-03-23,Keyboard,East,8,799.99,2884,22,6399.92,2023,3
3078,2024-05-06,Mouse,North,8,999.99,1314,24,7999.92,2024,5
3079,2023-12-22,Laptop,South,7,29.99,1608,12,209.92999999999998,2023,12
3080,2023-09-30,Webcam,East,17,99.99,4925,39,1699.83,2023,9
3081,2024-08-02,Webcam,South,11,199.99,3992,12,2199.8900000000003,2024,8
3082,2023-02-13,Laptop,South,10,299.99,3586,35,2999.9,2023,2
3083,2024-07-26,Mouse,South,13,799.99,3119,50,10399.87,2024,7
3084,2023-05-03,Laptop,West,10,999.99,1377,19,9999.9,2023,5
3085,2023-12-15,Tablet,North,14,29.99,2519,37,419.85999999999996,2023,12
3086,2024-12-08,Headphones,East,9,299.99,4256,14,2699.91,2024,12
3087,2023-11-26,Laptop,West,7,799.99,1133,23,5599.93,2023,11
3088,2024-02-13,Headphones,North,7,299.99,4245,40,2099.9300000000003,2024,2
3089,2023-11-19,Keyboard,West,18,799.99,2816,22,14399.82,2023,11
3090,2023-04-21,Headphones,North,16,799.99,4681,47,12799.84,2023,4
3091,2023-03-30,Keyboard,East,8,199.99,1392,48,1599.92,2023,3
3092,2024-03-08,Tablet,East,16,99.99,4135,50,1599.84,2024,3
3093,2024-12-10,Mouse,East,19,299.99,4043,11,5699.81,2024,12
3094,2024-12-12,Phone,East,15,99.99,1414,2,1499.85,2024,12
3095,2023-04-09,Tablet,North,15,999.99,3450,10,14999.85,2023,4
3096,2024-06-22,Laptop,West,6,29.99,2136,43,179.94,2024,6
3097,2024-08-23,Tablet,East,9,199.99,3112,5,1799.91,2024,8
3098,2023-05-26,Webcam,East,15,49.99,2751,30,749.85,2023,5
3099,2024-11-24,Webcam,East,7,199.99,1865,21,1399.93,2024,11
3100,2023-09-14,Keyboard,South,8,49.99,3448,49,399.92,2023,9
3101,2023-07-08,Tablet,East,18,499.99,1289,33,8999.82,2023,7
3102,2023-08-28,Tablet,East,16,799.99,2506,25,12799.84,2023,8
3103,2024-05-17,Phone,North,15,29.99,4491,46,449.84999999999997,2024,5
3104,2024-12-08,Keyboard,South,3,99.99,2932,47,299.96999999999997,2024,12
3105,2024-11-07,Monitor,North,1,29.99,2338,7,29.99,2024,11
3106,2023-09-28,Monitor,West,13,199.99,4160,40,2599.87,2023,9
3107,2024-06-03,Keyboard,South,12,49.99,3806,28,599.88,2024,6
3108,2024-07-03,Monitor,North,9,499.99,3891,16,4499.91,2024,7
3109,2023-04-24,Laptop,North,2,49.99,3708,45,99.98,2023,4
3110,2023-12-05,Monitor,West,9,199.99,3404,37,1799.91,2023,12
3111,2024-07-21,Webcam,West,8,199.99,1877,3,1599.92,2024,7
3112,2023-12-25,Laptop,East,5,799.99,4045,45,3999.95,2023,12
3113,2024-10-11,Keyboard,East,13,799.99,2984,19,10399.87,2024,10
3114,2024-09-05,Monitor,South,2,29.99,1751,12,59.98,2024,9
3115,2023-11-30,Monitor,South,10,299.99,4589,19,2999.9,2023,11
3116,2024-11-19,Mouse,West,6,49.99,1748,49,299.94,2024,11
3117,2023-06-18,Headphones,South,7,199.99,1364,11,1399.93,2023,6
3118,2023-12-05,Laptop,East,3,999.99,1266,3,2999.9700000000003,2023,12
3119,2023-09-18,Laptop,West,14,799.99,4919,2,11199.86,2023,9
3120,2023-07-18,Tablet,North,16,799.99,1405,46,12799.84,2023,7
3121,2023-07-30,Phone,West,6,29.99,4821,26,179.94,2023,7
3122,2023-10-14,Webcam,South,8,299.99,1138,22,2399.92,2023,10
3123,2024-11-22,Monitor,East,1,799.99,2188,17,799.99,2024,11
3124,2024-04-16,Mouse,East,15,99.99,2817,34,1499.85,2024,4
3125,2024-04-26,Phone,North,17,199.99,2720,50,3399.83,2024,4
3126,2023-01-23,Headphones,North,18,299.99,3713,15,5399.82,2023,1
3127,2024-07-13,Headphones,West,3,99.99,4177,12,299.96999999999997,2024,7
3128,2023-04-19,Webcam,East,6,799.99,4220,16,4799.9400000000005,2023,4
3129,2023-10-23,Mouse,North,17,499.99,3232,16,8499.83,2023,10
3130,2023-01-06,Phone,North,13,799.99,2433,39,10399.87,2023,1
3131,2024-07-03,Webcam,West,17,99.99,3830,6,1699.83,2024,7
3132,2024-11-11,Webcam,West,16,999.99,1870,46,15999.84,2024,11
3133,2023-07-22,Webcam,East,17,799.99,1702,8,13599.83,2023,7
3134,2023-11-21,Webcam,South,1,29.99,2698,25,29.99,2023,11
3135,2023-09-01,Monitor,South,16,49.99,3954,19,799.84,2023,9
3136,2023-11-23,Headphones,East,6,199.99,1200,19,1199.94,2023,11
3137,2023-02-16,Webcam,South,8,299.99,1617,12,2399.92,2023,2
3138,2024-08-13,Mouse,East,1,499.99,4798,9,499.99,2024,8
3139,2024-09-13,Laptop,East,2,499.99,4907,41,999.98,2024,9
3140,2023-01-13,Tablet,North,15,99.99,3013,29,1499.85,2023,1
3141,2024-01-15,Mouse,South,5,499.99,3267,27,2499.95,2024,1
3142,2023-12-31,Keyboard,East,15,49.99,1856,5,749.85,2023,12
3143,2024-08-24,Headphones,South,10,99.99,4541,26,999.9,2024,8
3144,2023-12-08,Webcam,South,5,199.99,2752,30,999.95,2023,12
3145,2023-08-09,Headphones,West,3,799.99,4059,14,2399.9700000000003,2023,8
3146,2023-03-14,Webcam,South,6,199.99,3009,33,1199.94,2023,3
3147,2024-09-16,Monitor,East,15,499.99,4505,35,7499.85,2024,9
3148,2023-02-15,Monitor,North,18,29.99,4100,11,539.8199999999999,2023,2
3149,2024-05-18,Keyboard,South,14,199.99,4821,4,2799.86,2024,5
3150,2023-10-01,Headphones,East,10,199.99,1063,33,1999.9,2023,10
3151,2024-07-08,Webcam,West,4,199.99,3984,6,799.96,2024,7
3152,2023-07-27,Phone,South,11,999.99,2119,28,10999.89,2023,7
3153,2024-09-06,Tablet,North,7,49.99,4737,10,349.93,2024,9
3154,2023-05-04,Phone,South,15,299.99,3587,36,4499.85,2023,5
3155,2023-01-10,Keyboard,East,9,999.99,3557,49,8999.91,2023,1
3156,2023-11-25,Keyboard,South,15,299.99,2363,26,4499.85,2023,11
3157,2023-07-06,Tablet,South,12,499.99,2711,30,5999.88,2023,7
3158,2024-06-26,Keyboard,West,18,199.99,1250,22,3599.82,2024,6
3159,2024-10-29,Keyboard,South,6,299.99,2729,5,1799.94,2024,10
3160,2023-03-01,Headphones,North,18,999.99,4350,2,17999.82,2023,3
3161,2024-03-17,Mouse,South,18,999.99,1038,33,17999.82,2024,3
3162,2023-08-05,Webcam,West,6,499.99,1068,16,2999.94,2023,8
3163,2023-01-02,Headphones,East,15,199.99,1276,7,2999.8500000000004,2023,1
3164,2024-06-19,Tablet,South,19,299.99,4191,21,5699.81,2024,6
3165,2024-12-18,Monitor,South,5,299.99,2109,35,1499.95,2024,12
3166,2024-12-11,Phone,West,4,499.99,3224,46,1999.96,2024,12
3167,2023-12-22,Monitor,West,17,799.99,4018,22,13599.83,2023,12
3168,2024-09-17,Monitor,West,10,99.99,3653,48,999.9,2024,9
3169,2024-10-28,Mouse,South,12,499.99,2115,22,5999.88,2024,10
3170,2023-06-14,Phone,North,5,49.99,2443,6,249.95000000000002,2023,6
3171,2023-04-01,Monitor,West,7,99.99,3128,33,699.93,2023,4
3172,2023-06-16,Webcam,East,12,99.99,1340,39,1199.8799999999999,2023,6
3173,2023-07-26,Tablet,South,2,299.99,1420,43,599.98,2023,7
3174,2023-10-09,Phone,East,17,29.99,3275,25,509.83,2023,10
3175,2023-03-06,Laptop,East,13,29.99,2918,18,389.87,2023,3
3176,2024-05-30,Mouse,North,5,799.99,1472,41,3999.95,2024,5
3177,2023-06-06,Webcam,East,5,49.99,3135,35,249.95000000000002,2023,6
3178,2023-11-02,Monitor,West,12,199.99,4421,24,2399.88,2023,11
3179,2024-01-30,Webcam,West,12,299.99,4711,40,3599.88,2024,1
3180,2023-03-15,Webcam,South,7,999.99,2833,40,6999.93,2023,3
3181,2023-07-06,Keyboard,North,6,49.99,3237,23,299.94,2023,7
3182,2024-07-27,Phone,North,10,99.99,1866,33,999.9,2024,7
3183,2023-12-03,Laptop,East,19,299.99,4028,29,5699.81,2023,12
3184,2024-11-06,Keyboard,North,16,99.99,2669,10,1599.84,2024,11
3185,2024-07-21,Webcam,East,2,49.99,1980,15,99.98,2024,7
3186,2024-09-14,Laptop,East,4,29.99,3183,10,119.96,2024,9
3187,2024-12-30,Webcam,North,9,49.99,4396,26,449.91,2024,12
3188,2023-08-28,Monitor,South,5,499.99,3087,40,2499.95,2023,8
3189,2024-06-16,Webcam,East,1,299.99,4721,29,299.99,2024,6
3190,2023-05-21,Keyboard,West,11,999.99,4358,34,10999.89,2023,5
3191,2023-09-22,Monitor,West,19,299.99,1255,18,5699.81,2023,9
3192,2023-05-19,Keyboard,North,3,799.99,4869,2,2399.9700000000003,2023,5
3193,2024-04-03,Phone,North,1,199.99,3994,25,199.99,2024,4
3194,2023-03-11,Webcam,East,4,29.99,2620,21,119.96,2023,3
3195,2024-01-20,Headphones,East,9,299.99,2443,31,2699.91,2024,1
3196,2024-09-21,Tablet,West,16,29.99,4900,22,479.84,2024,9
3197,2023-07-17,Headphones,East,7,299.99,1538,9,2099.9300000000003,2023,7
3198,2023-07-24,Tablet,West,5,29.99,2765,27,149.95,2023,7
3199,2024-12-26,Headphones,East,13,799.99,4362,25,10399.87,2024,12
3200,2024-07-21,Laptop,South,11,499.99,4387,25,5499.89,2024,7
3201,2024-11-17,Mouse,South,14,799.99,2823,27,11199.86,2024,11
3202,2024-10-01,Keyboard,West,17,49.99,1857,10,849.83,2024,10
3203,2024-03-06,Monitor,South,12,29.99,1131,30,359.88,2024,3
3204,2023-11-21,Mouse,South,19,99.99,2626,4,1899.81,2023,11
3205,2024-03-17,Phone,North,5,499.99,3915,21,2499.95,2024,3
3206,2023-10-15,Phone,East,8,49.99,1740,30,399.92,2023,10
3207,2023-08-14,Phone,North,2,299.99,3586,33,599.98,2023,8
3208,2023-03-05,Tablet,West,17,299.99,4374,43,5099.83,2023,3
3209,2024-07-13,Monitor,North,2,199.99,3031,26,399.98,2024,7
3210,2024-12-14,Phone,West,3,999.99,2925,2,2999.9700000000003,2024,12
3211,2024-05-12,Phone,South,18,499.99,3001,23,8999.82,2024,5
3212,2023-03-01,Headphones,North,15,999.99,1281,31,14999.85,2023,3
3213,2024-02-01,Laptop,South,5,99.99,3539,4,499.95,2024,2
3214,2023-09-14,Keyboard,East,17,499.99,3327,47,8499.83,2023,9
3215,2024-07-30,Keyboard,South,14,799.99,4571,20,11199.86,2024,7
3216,2023-08-27,Webcam,East,1,199.99,4270,25,199.99,2023,8
3217,2023-02-07,Keyboard,South,14,799.99,2398,45,11199.86,2023,2
3218,2023-01-25,Mouse,North,9,499.99,4371,1,4499.91,2023,1
3219,2024-02-14,Headphones,North,5,799.99,4981,2,3999.95,2024,2
3220,2024-04-05,Headphones,South,4,49.99,1908,6,199.96,2024,4
3221,2024-07-24,Laptop,West,1,199.99,1665,7,199.99,2024,7
3222,2024-02-21,Tablet,West,3,49.99,2322,4,149.97,2024,2
3223,2023-12-23,Mouse,East,11,199.99,3602,18,2199.8900000000003,2023,12
3224,2024-01-18,Laptop,East,16,29.99,2345,41,479.84,2024,1
3225,2023-06-07,Phone,South,11,999.99,2133,43,10999.89,2023,6
3226,2024-07-22,Monitor,North,10,49.99,2646,5,499.90000000000003,2024,7
3227,2024-03-08,Mouse,East,12,49.99,1470,25,599.88,2024,3
3228,2023-02-17,Mouse,South,5,29.99,1411,1,149.95,2023,2
3229,2023-11-24,Phone,East,10,29.99,1512,34,299.9,2023,11
3230,2024-03-08,Phone,North,13,999.99,2503,3,12999.87,2024,3
3231,2024-03-06,Monitor,East,19,99.99,2163,17,1899.81,2024,3
3232,2023-02-25,Keyboard,South,7,799.99,3925,32,5599.93,2023,2
3233,2024-07-30,Mouse,East,16,29.99,3737,24,479.84,2024,7
3234,2023-09-25,Laptop,West,6,199.99,3996,2,1199.94,2023,9
3235,2023-03-10,Tablet,East,10,29.99,4575,1,299.9,2023,3
3236,2024-12-28,Phone,North,10,29.99,3107,34,299.9,2024,12
3237,2024-08-23,Phone,North,11,49.99,2206,8,549.89,2024,8
3238,2024-03-24,Tablet,North,10,49.99,1418,45,499.90000000000003,2024,3
3239,2023-09-14,Laptop,North,14,499.99,1956,46,6999.860000000001,2023,9
3240,2024-11-02,Webcam,South,15,29.99,2817,44,449.84999999999997,2024,11
3241,2024-05-04,Phone,East,7,999.99,4998,9,6999.93,2024,5
3242,2024-10-04,Tablet,East,13,799.99,1824,28,10399.87,2024,10
3243,2023-02-18,Headphones,East,11,99.99,1907,19,1099.8899999999999,2023,2
3244,2024-10-20,Phone,East,7,49.99,1732,20,349.93,2024,10
3245,2023-11-12,Keyboard,South,11,199.99,2924,7,2199.8900000000003,2023,11
3246,2024-02-17,Keyboard,North,14,499.99,4298,42,6999.860000000001,2024,2
3247,2024-03-09,Phone,East,17,199.99,1390,35,3399.83,2024,3
3248,2023-01-02,Headphones,East,16,999.99,4215,19,15999.84,2023,1
3249,2023-05-25,Phone,North,1,999.99,3783,17,999.99,2023,5
3250,2024-01-01,Webcam,West,9,29.99,2587,40,269.90999999999997,2024,1
3251,2024-02-24,Webcam,West,9,999.99,4664,18,8999.91,2024,2
3252,2024-07-26,Keyboard,North,10,29.99,1660,7,299.9,2024,7
3253,2024-07-14,Webcam,East,19,99.99,1026,27,1899.81,2024,7
3254,2024-03-19,Headphones,North,15,799.99,4815,39,11999.85,2024,3
3255,2024-03-09,Webcam,East,16,29.99,3670,30,479.84,2024,3
3256,2024-10-04,Phone,East,11,799.99,2531,23,8799.89,2024,10
3257,2024-07-08,Headphones,West,17,799.99,1883,20,13599.83,2024,7
3258,2023-02-26,Laptop,West,19,499.99,4662,23,9499.81,2023,2
3259,2024-07-15,Laptop,East,13,299.99,2814,26,3899.87,2024,7
3260,2023-06-27,Monitor,East,6,299.99,1126,48,1799.94,2023,6
3261,2023-10-20,Laptop,East,15,29.99,2479,47,449.84999999999997,2023,10
3262,2023-02-15,Mouse,West,16,499.99,3328,14,7999.84,2023,2
3263,2023-06-19,Headphones,East,4,299.99,2418,48,1199.96,2023,6
3264,2023-09-28,Mouse,North,8,799.99,1318,31,6399.92,2023,9
3265,2024-02-21,Mouse,South,7,199.99,3488,27,1399.93,2024,2
3266,2023-05-19,Phone,South,17,499.99,1340,9,8499.83,2023,5
3267,2023-09-04,Phone,East,16,499.99,1693,23,7999.84,2023,9
3268,2023-05-28,Tablet,North,2,29.99,1118,10,59.98,2023,5
3269,2023-08-18,Headphones,East,17,199.99,1777,47,3399.83,2023,8
3270,2024-09-28,Mouse,North,4,999.99,3737,23,3999.96,2024,9
3271,2024-12-04,Mouse,West,14,999.99,3760,10,13999.86,2024,12
3272,2024-01-09,Laptop,West,8,799.99,2391,2,6399.92,2024,1
3273,2023-03-21,Keyboard,East,5,199.99,1384,37,999.95,2023,3
3274,2024-08-28,Headphones,West,5,299.99,3557,40,1499.95,2024,8
3275,2023-03-06,Keyboard,East,5,99.99,3005,38,499.95,2023,3
3276,2023-03-29,Headphones,South,5,199.99,2605,38,999.95,2023,3
3277,2023-03-29,Headphones,North,3,299.99,2181,1,899.97,2023,3
3278,2024-12-13,Monitor,North,6,799.99,4894,48,4799.9400000000005,2024,12
3279,2024-12-26,Tablet,South,1,99.99,2633,18,99.99,2024,12
3280,2023-07-23,Keyboard,South,8,999.99,2740,35,7999.92,2023,7
3281,2024-01-17,Monitor,South,13,799.99,1085,7,10399.87,2024,1
3282,2024-08-23,Laptop,South,6,499.99,2925,44,2999.94,2024,8
3283,2024-04-20,Tablet,West,18,299.99,3408,42,5399.82,2024,4
3284,2024-07-26,Tablet,North,18,999.99,4053,22,17999.82,2024,7
3285,2024-08-28,Mouse,North,16,299.99,3839,25,4799.84,2024,8
3286,2024-06-22,Headphones,South,8,29.99,2108,42,239.92,2024,6
3287,2023-08-02,Webcam,East,17,499.99,1358,23,8499.83,2023,8
3288,2023-03-15,Headphones,East,8,799.99,3774,9,6399.92,2023,3
3289,2023-03-02,Phone,East,15,499.99,4204,27,7499.85,2023,3
3290,2024-11-28,Headphones,East,10,49.99,2926,11,499.90000000000003,2024,11
3291,2024-06-26,Headphones,West,1,99.99,4458,27,99.99,2024,6
3292,2023-08-07,Headphones,North,9,999.99,4318,40,8999.91,2023,8
3293,2023-01-12,Mouse,North,17,299.99,4212,28,5099.83,2023,1
3294,2024-02-19,Laptop,North,1,199.99,2973,18,199.99,2024,2
3295,2023-02-01,Headphones,East,9,199.99,1446,36,1799.91,2023,2
3296,2023-06-09,Webcam,South,14,49.99,4147,34,699.86,2023,6
3297,2023-08-25,Mouse,East,5,799.99,2925,13,3999.95,2023,8
3298,2023-06-30,Webcam,North,6,99.99,4169,46,599.9399999999999,2023,6
3299,2024-07-11,Tablet,East,5,29.99,2998,30,149.95,2024,7
3300,2023-12-07,Mouse,South,4,99.99,2326,28,399.96,2023,12
3301,2024-04-02,Headphones,South,16,199.99,4537,22,3199.84,2024,4
